subjid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
pDgPXGd2o6BWjGpurple,"{'timestamp': 1678823617955, 'dragX': -15, 'event': 'dragend', 'dragY': 4}","{'timestamp': 1678823618613, 'event': 'dragend', 'dragY': -40, 'dragX': -5}","{'event': 'dragend', 'dragX': -11, 'dragY': 27, 'timestamp': 1678823624090}","{'dragY': 11, 'event': 'dragend', 'timestamp': 1678823626024, 'dragX': 27}","{'dragX': -19, 'dragY': 10, 'event': 'dragend', 'timestamp': 1678823628465}","{'event': 'dragend', 'dragX': 51, 'dragY': -6, 'timestamp': 1678823630087}","{'dragY': 16, 'event': 'dragend', 'dragX': -13, 'timestamp': 1678823631765}","{'timestamp': 1678823634401, 'dragY': 34, 'dragX': -17, 'event': 'dragend'}","{'timestamp': 1678823635930, 'dragX': 13, 'event': 'dragend', 'dragY': 21}","{'correct': True, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'name': 'apple', 'y': 570.5, 'x': 168}, {'y': 570.5, 'x': 150, 'name': 'apple'}, {'x': 151, 'name': 'apple', 'y': 570.5}, {'x': 161, 'name': 'apple', 'y': 570.5}, {'x': 665, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 645}], 'attempts': 1, 'fails': 0, 'event': 'checkcorrect', 'timestamp': 1678823637121}","{'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'name': 'apple', 'x': 168, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 150}, {'x': 151, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 161}, {'y': 570.5, 'name': 'banana', 'x': 665}, {'y': 570.5, 'name': 'banana', 'x': 645}], 'event': 'success', 'fails': 0, 'correct': True, 'attempts': 1, 'timestamp': 1678823637126}",,,,,,,,,,,
ruLinVapIyFBrUred,"{'timestamp': 1678818074103, 'event': 'dragend', 'dragY': 24, 'dragX': 10}","{'event': 'dragend', 'dragX': -10, 'timestamp': 1678818075836, 'dragY': 14}","{'event': 'dragend', 'dragX': 18, 'timestamp': 1678818077569, 'dragY': 4}","{'event': 'dragend', 'dragY': -6, 'timestamp': 1678818079204, 'dragX': -2}","{'dragX': 18, 'timestamp': 1678818081019, 'dragY': -6, 'event': 'dragend'}","{'dragX': 0, 'timestamp': 1678818082819, 'dragY': 0, 'event': 'dragend'}","{'attempts': 1, 'timestamp': 1678818084657, 'event': 'checkcorrect', 'correct': True, 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'y': 570.5, 'x': 158, 'name': 'apple'}, {'x': 164, 'name': 'apple', 'y': 570.5}, {'x': 143, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 183}, {'name': 'banana', 'y': 570.5, 'x': 635}, {'y': 570.5, 'name': 'banana', 'x': 639}], 'fails': 0}","{'event': 'success', 'timestamp': 1678818084659, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'x': 158, 'name': 'apple'}, {'x': 164, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 143, 'y': 570.5}, {'y': 570.5, 'x': 183, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 635}, {'x': 639, 'y': 570.5, 'name': 'banana'}], 'correct': True, 'attempts': 1, 'fails': 0}",,,,,,,,,,,,,,
wf5vpjzpWcOZVEred,"{'event': 'dragend', 'timestamp': 1678813838284, 'dragX': 8.00006103515625, 'dragY': 0.02272796630859375}","{'event': 'dragend', 'dragY': -27.977272033691406, 'dragX': 30.00006103515625, 'timestamp': 1678813840043}","{'dragX': -17.99993896484375, 'event': 'dragend', 'timestamp': 1678813841729, 'dragY': -23.977272033691406}","{'timestamp': 1678813843127, 'dragY': -7.977272033691406, 'dragX': 4.00006103515625, 'event': 'dragend'}","{'event': 'dragend', 'dragX': -25.99993896484375, 'dragY': -11.977272033691406, 'timestamp': 1678813844602}","{'dragY': 6.022727966308594, 'timestamp': 1678813846245, 'dragX': -17.99993896484375, 'event': 'dragend'}","{'timestamp': 1678813847299, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 143, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 116}, {'name': 'apple', 'x': 145, 'y': 570.5}, {'x': 137, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'x': 679, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 654}], 'attempts': 1, 'fails': 0, 'correct': True, 'event': 'checkcorrect'}","{'timestamp': 1678813847303, 'event': 'success', 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'x': 143, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 116, 'name': 'apple'}, {'x': 145, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 137}, {'x': 679, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'x': 654, 'name': 'banana'}], 'fails': 0, 'attempts': 1, 'correct': True}",,,,,,,,,,,,,,
pea5cIpaG1ZtcMred,"{'event': 'dragend', 'dragY': 51, 'dragX': 11, 'timestamp': 1679000852810}","{'timestamp': 1679000854785, 'dragX': -7, 'event': 'dragend', 'dragY': 6}","{'timestamp': 1679000856356, 'dragX': -21, 'dragY': 18, 'event': 'dragend'}","{'event': 'dragend', 'dragX': -1, 'dragY': -10, 'timestamp': 1679000858282}","{'event': 'dragend', 'dragX': 19, 'timestamp': 1679000859792, 'dragY': -4}","{'dragY': 34, 'event': 'dragend', 'timestamp': 1679000861982, 'dragX': -3}","{'fails': 0, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'y': 570.5, 'name': 'apple', 'x': 148}, {'name': 'apple', 'x': 161, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 183}, {'name': 'apple', 'y': 570.5, 'x': 139}, {'y': 570.5, 'name': 'banana', 'x': 655}, {'y': 570.5, 'name': 'banana', 'x': 644}], 'attempts': 1, 'correct': True, 'timestamp': 1679000862978, 'event': 'checkcorrect'}","{'attempts': 1, 'event': 'success', 'fails': 0, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 148}, {'y': 570.5, 'x': 161, 'name': 'apple'}, {'x': 183, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 139, 'name': 'apple'}, {'x': 655, 'y': 570.5, 'name': 'banana'}, {'x': 644, 'name': 'banana', 'y': 570.5}], 'timestamp': 1679000862982, 'correct': True}",,,,,,,,,,,,,,
ppSOuFiRpn2cSdpurple,"{'dragY': 18, 'dragX': 45, 'timestamp': 1678814713619, 'event': 'dragend'}","{'dragY': 0, 'event': 'dragend', 'timestamp': 1678814717242, 'dragX': 15}","{'timestamp': 1678814720389, 'dragY': -16, 'dragX': -19, 'event': 'dragend'}","{'dragY': 32, 'event': 'dragend', 'dragX': 5, 'timestamp': 1678814724111}","{'timestamp': 1678814727642, 'event': 'dragend', 'dragY': 26, 'dragX': -33}","{'dragY': 4, 'event': 'dragend', 'timestamp': 1678814730670, 'dragX': 25}","{'correct': True, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'x': 164, 'name': 'apple'}, {'y': 570.5, 'x': 120, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 181}, {'name': 'apple', 'x': 175, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 703}, {'name': 'banana', 'x': 672, 'y': 570.5}], 'event': 'checkcorrect', 'timestamp': 1678814732293, 'attempts': 1, 'fails': 0}","{'attempts': 1, 'correct': True, 'timestamp': 1678814732298, 'event': 'success', 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'name': 'apple', 'x': 164, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 120}, {'x': 181, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 175}, {'name': 'banana', 'y': 570.5, 'x': 703}, {'name': 'banana', 'x': 672, 'y': 570.5}], 'fails': 0}",,,,,,,,,,,,,,
pvR1wKqG0UHssqpurple,"{'dragX': -16, 'timestamp': 1678987156236, 'dragY': 16, 'event': 'dragend'}","{'timestamp': 1678987157713, 'event': 'dragend', 'dragX': 22, 'dragY': 2}","{'dragY': 4, 'dragX': -8, 'timestamp': 1678987159202, 'event': 'dragend'}","{'timestamp': 1678987160356, 'dragY': 6, 'event': 'dragend', 'dragX': 0}","{'timestamp': 1678987161308, 'dragX': 14, 'event': 'dragend', 'dragY': 8}","{'event': 'dragend', 'dragY': -36, 'timestamp': 1678987162533, 'dragX': 32}","{'correct': True, 'timestamp': 1678987163534, 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'y': 570.5, 'name': 'apple', 'x': 160}, {'y': 570.5, 'x': 160, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 150}, {'y': 570.5, 'x': 156, 'name': 'apple'}, {'x': 661, 'y': 570.5, 'name': 'banana'}, {'x': 658, 'y': 570.5, 'name': 'banana'}], 'event': 'checkcorrect', 'fails': 0, 'attempts': 1}","{'fails': 0, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'name': 'apple', 'y': 570.5, 'x': 160}, {'name': 'apple', 'y': 570.5, 'x': 160}, {'y': 570.5, 'name': 'apple', 'x': 150}, {'y': 570.5, 'x': 156, 'name': 'apple'}, {'x': 661, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 658}], 'attempts': 1, 'correct': True, 'event': 'success', 'timestamp': 1678987163540}",,,,,,,,,,,,,,
pyKUaJdU3ZCju1purple,"{'fails': 0, 'event': 'retry', 'attempts': 1, 'timestamp': 1678914256238}","{'attempts': 2, 'timestamp': 1678914260202, 'fails': 0, 'event': 'retry'}","{'attempts': 3, 'event': 'checkcorrect', 'correct': False, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 200, 'name': 'apple', 'x': 400}, {'x': 550, 'y': 250, 'name': 'apple'}, {'y': 100, 'x': 400, 'name': 'apple'}, {'name': 'apple', 'y': 250, 'x': 270}, {'x': 260, 'y': 150, 'name': 'banana'}, {'name': 'banana', 'y': 160, 'x': 540}], 'timestamp': 1678914266837, 'fails': 0}","{'timestamp': 1678914266837, 'fails': 1, 'event': 'fail', 'attempts': 3, 'correct': False, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'x': 400, 'name': 'apple', 'y': 200}, {'x': 550, 'y': 250, 'name': 'apple'}, {'y': 100, 'name': 'apple', 'x': 400}, {'x': 270, 'y': 250, 'name': 'apple'}, {'name': 'banana', 'x': 260, 'y': 150}, {'y': 160, 'name': 'banana', 'x': 540}]}","{'event': 'retry', 'timestamp': 1678914272530, 'attempts': 4, 'fails': 1}","{'dragX': 23, 'dragY': -20, 'timestamp': 1678914278678, 'event': 'dragend'}","{'timestamp': 1678914281515, 'dragY': -4, 'dragX': 13, 'event': 'dragend'}","{'timestamp': 1678914284304, 'dragY': 20, 'dragX': -25, 'event': 'dragend'}","{'dragX': -13, 'dragY': 34, 'event': 'dragend', 'timestamp': 1678914286437}","{'dragX': 27, 'event': 'dragend', 'dragY': 28, 'timestamp': 1678914288558}","{'event': 'dragend', 'dragY': -10, 'dragX': 27, 'timestamp': 1678914290705}","{'event': 'checkcorrect', 'correct': True, 'timestamp': 1678914292049, 'attempts': 5, 'fails': 1, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 155, 'y': 570.5, 'name': 'apple'}, {'x': 156, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 155, 'y': 570.5}, {'x': 161, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 657, 'name': 'banana'}, {'name': 'banana', 'y': 570.5, 'x': 657}]}","{'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'name': 'apple', 'y': 570.5, 'x': 155}, {'y': 570.5, 'name': 'apple', 'x': 156}, {'x': 155, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 161}, {'name': 'banana', 'x': 657, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 657}], 'correct': True, 'fails': 1, 'attempts': 5, 'timestamp': 1678914292050, 'event': 'success'}",,,,,,,,,
q2nEYNMGIouP5rpurple,"{'dragY': -32, 'event': 'dragend', 'timestamp': 1679415369565, 'dragX': 20}","{'dragY': -38, 'event': 'dragend', 'timestamp': 1679415371824, 'dragX': -4}","{'timestamp': 1679415373294, 'dragY': 30, 'dragX': -22, 'event': 'dragend'}","{'timestamp': 1679415374878, 'dragX': 8, 'event': 'dragend', 'dragY': -26}","{'event': 'dragend', 'dragY': 58, 'dragX': -28, 'timestamp': 1679415376696}","{'dragX': 18, 'timestamp': 1679415378280, 'event': 'dragend', 'dragY': 42}","{'timestamp': 1679415381173, 'fails': 0, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 190, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 86, 'name': 'apple'}, {'x': 156, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 207}, {'name': 'banana', 'x': 686, 'y': 570.5}, {'y': 570.5, 'x': 631, 'name': 'banana'}], 'correct': True, 'event': 'checkcorrect', 'attempts': 1}","{'fails': 0, 'attempts': 1, 'timestamp': 1679415381183, 'event': 'success', 'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'y': 570.5, 'x': 190, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 86}, {'y': 570.5, 'name': 'apple', 'x': 156}, {'x': 207, 'y': 570.5, 'name': 'apple'}, {'x': 686, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 631}]}",,,,,,,,,,,,,,
q5g3GVcSYIYu5Upurple,"{'timestamp': 1678813964338, 'dragX': -11, 'dragY': -30, 'event': 'dragend'}","{'timestamp': 1678813965458, 'dragX': 49, 'dragY': -38, 'event': 'dragend'}","{'dragX': -11, 'event': 'dragend', 'dragY': -27.111111111111086, 'timestamp': 1678813966386}","{'event': 'dragend', 'timestamp': 1678813967442, 'dragX': -9, 'dragY': -36.66666666666697}","{'event': 'dragend', 'timestamp': 1678813969057, 'dragY': -24, 'dragX': -3}","{'event': 'dragend', 'dragY': -8, 'dragX': 21, 'timestamp': 1678813970666}","{'dragY': 9, 'event': 'dragend', 'timestamp': 1678813971954, 'dragX': -3}","{'event': 'dragend', 'timestamp': 1678813973314, 'dragX': 31, 'dragY': -10}","{'event': 'dragend', 'timestamp': 1678813974186, 'dragY': -7, 'dragX': 27}","{'event': 'checkcorrect', 'correct': True, 'attempts': 1, 'timestamp': 1678813975028, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 136, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 144}, {'name': 'apple', 'y': 570.5, 'x': 167}, {'y': 570.5, 'x': 98, 'name': 'apple'}, {'x': 633, 'name': 'banana', 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 654}], 'fails': 0}","{'fails': 0, 'event': 'success', 'attempts': 1, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'y': 570.5, 'name': 'apple', 'x': 136}, {'x': 144, 'name': 'apple', 'y': 570.5}, {'x': 167, 'name': 'apple', 'y': 570.5}, {'x': 98, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'x': 633, 'name': 'banana'}, {'name': 'banana', 'x': 654, 'y': 570.5}], 'timestamp': 1678813975039, 'correct': True}",,,,,,,,,,,
rvwiE1fqBe9AM9red,"{'timestamp': 1679410143364, 'event': 'dragend', 'dragX': 32, 'dragY': -12}","{'dragY': -12, 'event': 'dragend', 'timestamp': 1679410144256, 'dragX': 14}","{'dragX': -12, 'dragY': -32, 'timestamp': 1679410145371, 'event': 'dragend'}","{'timestamp': 1679410146422, 'dragX': 24, 'dragY': -24, 'event': 'dragend'}","{'event': 'dragend', 'dragY': 0, 'dragX': -2, 'timestamp': 1679410147548}","{'dragX': 42, 'event': 'dragend', 'timestamp': 1679410148157, 'dragY': -48}","{'attempts': 1, 'fails': 0, 'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'name': 'apple', 'x': 150, 'y': 570.5}, {'name': 'apple', 'x': 138, 'y': 570.5}, {'x': 134, 'y': 570.5, 'name': 'apple'}, {'x': 153, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 641}, {'x': 726, 'y': 570.5, 'name': 'banana'}], 'event': 'checkcorrect', 'timestamp': 1679410151296}","{'event': 'success', 'attempts': 1, 'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'name': 'apple', 'y': 570.5, 'x': 150}, {'y': 570.5, 'x': 138, 'name': 'apple'}, {'name': 'apple', 'x': 134, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 153}, {'name': 'banana', 'x': 641, 'y': 570.5}, {'name': 'banana', 'x': 726, 'y': 570.5}], 'fails': 0, 'timestamp': 1679410151297}",,,,,,,,,,,,,,
qD1pHXj549qdDJpurple,"{'dragX': 17.33331298828125, 'dragY': 30, 'event': 'dragend', 'timestamp': 1679000841426}","{'dragX': -10.66668701171875, 'event': 'dragend', 'timestamp': 1679000842850, 'dragY': 14}","{'dragX': 9.33331298828125, 'event': 'dragend', 'dragY': 28, 'timestamp': 1679000844493}","{'event': 'dragend', 'dragX': -6.66668701171875, 'dragY': 28, 'timestamp': 1679000845828}","{'timestamp': 1679000847430, 'dragY': 28, 'dragX': -34.66668701171875, 'event': 'dragend'}","{'dragY': -18, 'event': 'dragend', 'timestamp': 1679000848809, 'dragX': 15.33331298828125}","{'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'y': 570.5, 'x': 196, 'name': 'apple'}, {'name': 'apple', 'x': 166, 'y': 570.5}, {'x': 146, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 146}, {'name': 'banana', 'x': 656, 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 623}], 'fails': 0, 'correct': True, 'attempts': 1, 'event': 'checkcorrect', 'timestamp': 1679000849872}","{'timestamp': 1679000849881, 'attempts': 1, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 196}, {'x': 166, 'y': 570.5, 'name': 'apple'}, {'x': 146, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 146, 'y': 570.5}, {'x': 656, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 623}], 'fails': 0, 'event': 'success', 'correct': True}",,,,,,,,,,,,,,
qR0OZtlpBD00E3purple,"{'event': 'dragend', 'timestamp': 1678569024465, 'dragY': 12, 'dragX': 13}","{'dragX': 17, 'timestamp': 1678569025429, 'dragY': 10, 'event': 'dragend'}","{'dragX': -35, 'event': 'dragend', 'timestamp': 1678569026581, 'dragY': 18}","{'timestamp': 1678569027709, 'dragX': -9, 'dragY': -8, 'event': 'dragend'}","{'dragX': 11, 'dragY': 18, 'timestamp': 1678569028448, 'event': 'dragend'}","{'dragY': 16, 'timestamp': 1678569029183, 'event': 'dragend', 'dragX': -7}","{'fails': 0, 'correct': False, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 168, 'y': 570.5, 'name': 'apple'}, {'x': 137, 'name': 'apple', 'y': 570.5}, {'x': 183, 'y': 192.3333333333332, 'name': 'apple'}, {'y': 570.5, 'x': 153, 'name': 'apple'}, {'name': 'banana', 'x': 635, 'y': 570.5}, {'name': 'banana', 'y': 518.6666666666667, 'x': 661}], 'event': 'checkcorrect', 'timestamp': 1678569029835, 'attempts': 1}","{'event': 'fail', 'attempts': 1, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 168, 'y': 570.5, 'name': 'apple'}, {'x': 137, 'y': 570.5, 'name': 'apple'}, {'x': 183, 'name': 'apple', 'y': 192.3333333333332}, {'x': 153, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 635, 'name': 'banana'}, {'y': 518.6666666666667, 'name': 'banana', 'x': 661}], 'fails': 1, 'timestamp': 1678569029835, 'correct': False}","{'timestamp': 1678569033045, 'event': 'dragend', 'dragY': 2, 'dragX': -9}","{'timestamp': 1678569033879, 'event': 'dragend', 'dragY': 34, 'dragX': 7}","{'event': 'dragend', 'dragY': 24, 'timestamp': 1678569034838, 'dragX': 3}","{'timestamp': 1678569035670, 'dragX': 9, 'event': 'dragend', 'dragY': 0}","{'dragX': -17, 'dragY': 12, 'event': 'dragend', 'timestamp': 1678569036296}","{'dragX': -29, 'dragY': 2, 'timestamp': 1678569037839, 'event': 'dragend'}","{'event': 'checkcorrect', 'timestamp': 1678569039603, 'correct': True, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'y': 570.5, 'name': 'apple', 'x': 174}, {'x': 185, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 141, 'name': 'apple'}, {'x': 123, 'y': 570.5, 'name': 'apple'}, {'name': 'banana', 'y': 570.5, 'x': 583}, {'y': 570.5, 'x': 639, 'name': 'banana'}], 'attempts': 2, 'fails': 1}","{'correct': True, 'attempts': 2, 'timestamp': 1678569039609, 'event': 'success', 'fails': 1, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'x': 174, 'y': 570.5}, {'name': 'apple', 'x': 185, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 141}, {'name': 'apple', 'x': 123, 'y': 570.5}, {'y': 570.5, 'x': 583, 'name': 'banana'}, {'name': 'banana', 'y': 570.5, 'x': 639}]}",,,,,,
qVtPGcYV5NIaKfred,"{'dragY': 42, 'event': 'dragend', 'timestamp': 1679001071593, 'dragX': 12}","{'dragX': -2, 'timestamp': 1679001077366, 'event': 'dragend', 'dragY': 14}","{'event': 'dragend', 'timestamp': 1679001084201, 'dragY': 0, 'dragX': 18}","{'timestamp': 1679001087383, 'event': 'dragend', 'dragX': 2, 'dragY': 28}","{'timestamp': 1679001093205, 'event': 'dragend', 'dragX': -8, 'dragY': 10}","{'event': 'dragend', 'dragY': 19, 'timestamp': 1679001094450, 'dragX': -8}","{'event': 'dragend', 'timestamp': 1679001097668, 'dragX': -32, 'dragY': 55}","{'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 139}, {'x': 114, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 94}, {'name': 'apple', 'x': 206, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 632}, {'y': 570.5, 'x': 663, 'name': 'banana'}], 'attempts': 1, 'timestamp': 1679001101506, 'fails': 0, 'event': 'checkcorrect', 'correct': True}","{'attempts': 1, 'fails': 0, 'timestamp': 1679001101516, 'event': 'success', 'correct': True, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'x': 139, 'name': 'apple', 'y': 570.5}, {'x': 114, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 94}, {'name': 'apple', 'x': 206, 'y': 570.5}, {'y': 570.5, 'x': 632, 'name': 'banana'}, {'name': 'banana', 'y': 570.5, 'x': 663}]}",,,,,,,,,,,,,
qiIV46Hcubx7xGred,"{'event': 'dragend', 'dragX': -15, 'timestamp': 1678996794367, 'dragY': 12}","{'event': 'dragend', 'timestamp': 1678996795525, 'dragX': 17, 'dragY': 14}","{'dragX': -13, 'event': 'dragend', 'dragY': -30, 'timestamp': 1678996796599}","{'event': 'dragend', 'timestamp': 1678996797889, 'dragX': 39, 'dragY': 2}","{'dragX': 29, 'event': 'dragend', 'dragY': -10, 'timestamp': 1678996798807}","{'dragX': 31, 'event': 'dragend', 'dragY': -10, 'timestamp': 1678996799683}","{'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 122, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 89}, {'x': 143, 'y': 570.5, 'name': 'apple'}, {'x': 131, 'y': 570.5, 'name': 'apple'}, {'x': 670, 'y': 570.5, 'name': 'banana'}, {'name': 'banana', 'x': 658, 'y': 570.5}], 'fails': 0, 'event': 'checkcorrect', 'timestamp': 1678996800446, 'attempts': 1, 'correct': True}","{'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 122, 'y': 570.5}, {'x': 89, 'name': 'apple', 'y': 570.5}, {'x': 143, 'name': 'apple', 'y': 570.5}, {'x': 131, 'name': 'apple', 'y': 570.5}, {'x': 670, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 658}], 'fails': 0, 'event': 'success', 'correct': True, 'timestamp': 1678996800450, 'attempts': 1}",,,,,,,,,,,,,,
